Position	P(x)	G(x)
1	1.70771e-05	9.39601
2	2.11283e-05	9.42301
3	2.25179e-05	9.4617
4	2.63048e-05	9.47304
5	3.53192e-05	9.37074
6	3.87556e-05	9.3868
7	3.92478e-05	9.40571
8	3.68324e-05	9.44274
9	3.67512e-05	9.46415
10	3.9332e-05	9.47372
11	3.86523e-05	9.4987
12	4.08743e-05	9.50836
13	3.96241e-05	9.53877
14	3.35602e-05	9.68306
15	3.18608e-05	9.73546
16	3.3664e-05	9.73559
17	3.16913e-05	9.79413
18	3.35765e-05	9.78621
19	3.15211e-05	9.84486
20	3.36724e-05	9.82267
21	4.21337e-05	9.66455
22	4.46871e-05	9.64461
23	4.28499e-05	9.6653
24	3.50546e-05	9.81603
25	3.34553e-05	9.83943
26	3.70018e-05	9.76097
27	4.89195e-05	9.50609
28	7.94452e-05	9.01638
29	9.23989e-05	8.96262
30	0.000125038	8.75287
31	0.000138601	8.73427
32	0.000142758	8.73428
33	0.000140283	8.72445
34	0.00014411	8.72315
35	0.000157208	8.70409
36	0.000160423	8.70309
37	0.000156201	8.69726
38	0.000140836	8.71676
39	0.000135676	8.71365
40	0.000137101	8.71424
41	0.000131159	8.71334
42	0.000131712	8.71529
43	0.000125261	8.71469
44	0.000107281	8.76895
45	0.000100686	8.76881
46	9.99939e-05	8.77014
47	9.36174e-05	8.76406
48	7.7559e-05	8.81152
49	4.13707e-05	9.42619
50	2.7079e-05	9.82981
51	2.18799e-05	9.99563
52	2.09454e-05	10.0291
53	1.6533e-05	10.23
54	1.58994e-05	10.2692
55	1.22363e-05	10.5247
56	1.20334e-05	10.554
57	1.52705e-05	10.353
58	1.57312e-05	10.3315
59	2.06615e-05	10.0865
60	3.6474e-05	9.49226
61	4.44458e-05	9.38989
62	4.75296e-05	9.35737
63	4.62332e-05	9.34096
64	5.1839e-05	9.26285
65	7.23746e-05	8.96449
66	8.16471e-05	8.89694
67	0.000112765	8.62877
68	0.000202432	8.05171
69	0.000452196	7.30326
70	0.000576638	7.25959
71	0.000913094	6.9777
72	0.00180641	6.44027
73	0.00223279	6.42116
74	0.00243245	6.45152
75	0.00252268	6.47879
76	0.00275271	6.49808
77	0.00285309	6.52118
78	0.00310177	6.53395
79	0.00320645	6.55401
80	0.00324268	6.56446
81	0.00334538	6.58397
82	0.00358808	6.59821
83	0.00368369	6.61682
84	0.00371208	6.6255
85	0.00369815	6.62267
86	0.00363268	6.60941
87	0.00361723	6.60643
88	0.00355321	6.59253
89	0.00339687	6.57283
90	0.00304331	6.57253
91	0.00226265	6.73138
92	0.00195332	6.73916
93	0.00128655	6.99919
94	0.00102902	7.04437
95	0.000485817	7.77505
96	0.000281366	8.35497
97	0.000209346	8.6519
98	0.00019543	8.71394
99	0.000144644	9.09124
100	0.000142729	9.10269
101	0.000185495	8.76665
102	0.000194356	8.71664
103	0.000250103	8.45895
104	0.000268002	8.41021
105	0.000334887	8.22633
106	0.000507524	7.81141
107	0.000582371	7.76301
108	0.000611342	7.76201
109	0.000616059	7.75687
110	0.000646586	7.75655
111	0.00065313	7.75347
112	0.000642103	7.73564
113	0.00064849	7.73407
114	0.000674826	7.73757
115	0.000679749	7.73673
116	0.00066884	7.7234
117	0.00063468	7.70428
118	0.000551931	7.7239
119	0.000517966	7.70421
120	0.000437665	7.73462
121	0.00040506	7.71125
122	0.000393085	7.68868
123	0.000363219	7.65651
124	0.000296645	7.66123
125	0.000152221	8.1234
126	9.58698e-05	8.33923
127	7.43287e-05	8.34273
128	2.88437e-05	9.01402
129	1.18797e-05	9.74489
130	6.0996e-06	10.4378
131	5.45993e-06	10.5366
132	9.19665e-06	9.90822
133	2.09325e-05	9.17581
134	2.58918e-05	9.12193
135	4.00978e-05	8.89921
136	7.64854e-05	8.45796
137	9.27506e-05	8.45132
138	0.000133301	8.28784
139	0.00023178	7.90421
140	0.000274604	7.90152
141	0.00037607	7.75999
142	0.000418911	7.77298
143	0.000435902	7.79509
144	0.000476527	7.80526
145	0.000491737	7.82239
146	0.000528264	7.83262
147	0.000540956	7.84602
148	0.000540968	7.84705
149	0.000528109	7.83666
150	0.000490592	7.83428
151	0.000395225	7.95176
152	0.00035298	7.96869
153	0.000335413	7.95562
154	0.00029088	7.98061
155	0.000272662	7.9636
156	0.000228615	7.99241
157	0.000210991	7.96792
158	0.00017002	7.99014
159	7.9121e-05	8.64894
160	4.32106e-05	9.20805
161	2.9613e-05	9.53687
162	2.54932e-05	9.65281
163	2.66951e-05	9.65155
164	2.37616e-05	9.73397
165	1.53413e-05	10.2172
166	1.34758e-05	10.3533
167	1.59022e-05	10.1729
168	2.43018e-05	9.73057
169	4.52786e-05	9.13322
170	5.394e-05	9.09179
171	5.6753e-05	9.09282
172	5.5833e-05	9.08025
173	5.84294e-05	9.08421
174	6.64062e-05	9.06729
175	8.5402e-05	8.95284
176	9.26411e-05	8.95957
177	9.40931e-05	8.96849
178	9.07657e-05	8.97101
179	9.1557e-05	8.98202
180	8.72021e-05	8.99173
181	8.74492e-05	9.00443
182	8.22145e-05	9.02242
183	6.68753e-05	9.16245
184	6.10556e-05	9.20709
185	6.09373e-05	9.22177
