Position	P(x)	G(x)
1	7.94944e-09	11.8566
2	3.94857e-08	11.5265
3	7.94944e-09	11.8566
4	2.1996e-09	11.9602
5	1.8336e-09	11.9333
6	2.31307e-09	11.969
7	1.47228e-08	11.8777
8	1.05862e-07	11.5997
9	9.93053e-08	11.6903
10	2.42872e-07	11.5255
11	2.52178e-07	11.5431
12	5.09657e-07	11.3685
13	5.75189e-07	11.3559
14	4.7867e-07	11.3678
15	1.81838e-07	11.6789
16	1.42746e-07	11.7276
17	2.7753e-07	11.5488
18	2.75145e-07	11.5437
19	1.33913e-07	11.707
20	1.64324e-07	11.6555
21	8.12906e-08	11.8067
22	1.34091e-07	11.69
23	8.18886e-08	11.8045
24	1.59973e-07	11.643
25	1.28999e-07	11.69
26	2.46359e-07	11.5076
27	2.39744e-07	11.4978
28	1.02835e-07	11.6673
29	1.1063e-07	11.5933
30	1.96192e-08	11.8931
31	1.34732e-08	11.9093
32	5.82503e-08	11.5927
33	2.94188e-08	11.7575
34	5.77877e-08	11.59
35	1.27728e-08	11.9048
36	1.7909e-08	11.8996
37	1.05316e-07	11.6006
38	9.61771e-08	11.6841
39	2.24536e-07	11.5048
40	2.28111e-07	11.5153
41	4.40293e-07	11.3236
42	4.85911e-07	11.2982
43	3.81847e-07	11.2871
44	8.21797e-08	11.66
45	1.94753e-08	11.9148
46	3.10342e-08	11.7852
47	1.29875e-07	11.4295
48	1.29877e-07	11.4288
49	3.01831e-08	11.7675
50	1.64628e-08	11.8712
51	4.78709e-08	11.5888
52	1.03147e-08	11.8888
53	1.16005e-08	11.8907
54	5.86066e-08	11.5943
55	3.16478e-08	11.7745
56	6.97155e-08	11.6385
57	2.77456e-08	11.8985
58	6.38086e-08	11.7908
59	3.09792e-07	11.4634
60	3.79014e-07	11.4867
61	3.08591e-07	11.564
62	4.61711e-07	11.5
63	4.51845e-07	11.5124
64	2.78355e-07	11.6556
65	3.31842e-07	11.6152
66	2.43778e-07	11.6748
67	3.64986e-07	11.5549
68	3.39866e-07	11.5443
69	1.54658e-07	11.713
70	1.72409e-07	11.6573
71	6.98744e-08	11.8231
72	1.04301e-07	11.6917
73	3.18254e-07	11.3088
74	3.77888e-07	11.2885
75	3.04323e-07	11.2822
76	5.96571e-08	11.6167
77	8.82337e-09	11.8858
78	2.07141e-09	11.9537
79	1.8336e-09	11.9333
80	5.38983e-09	11.9238
81	4.71726e-08	11.697
82	2.79455e-07	11.3767
83	3.46662e-07	11.3933
84	7.9018e-07	11.1964
85	2.47834e-06	10.7566
86	3.35584e-06	10.7542
87	3.72925e-06	10.7678
88	3.73297e-06	10.7688
89	3.37067e-06	10.7587
90	2.51598e-06	10.77
91	8.76687e-07	11.2298
92	4.41715e-07	11.4288
93	3.89812e-07	11.4328
94	1.64832e-07	11.6215
95	1.60971e-07	11.5837
96	3.7425e-08	11.8571
97	3.96609e-08	11.7947
98	1.38905e-07	11.456
99	1.37176e-07	11.4502
100	3.137e-08	11.7777
101	1.88053e-08	11.8879
102	6.76821e-08	11.6382
103	3.66253e-08	11.8121
104	8.50862e-08	11.6674
105	3.46976e-07	11.3205
106	4.28746e-07	11.3235
107	3.68646e-07	11.3457
108	1.43373e-07	11.6545
109	1.17693e-07	11.7071
110	2.39541e-07	11.5134
111	2.36033e-07	11.5059
112	1.04468e-07	11.6809
113	1.1801e-07	11.6164
114	3.07302e-08	11.8821
115	3.86515e-08	11.8034
116	1.52877e-07	11.4795
117	1.57502e-07	11.4892
118	5.53634e-08	11.7746
119	5.98745e-08	11.7767
120	1.8297e-07	11.4768
121	1.90429e-07	11.4766
122	8.4964e-08	11.6539
123	9.7497e-08	11.579
124	1.83355e-08	11.8869
125	1.33597e-08	11.9073
126	5.7899e-08	11.5895
127	2.9181e-08	11.7547
128	5.49675e-08	11.5695
129	9.47304e-09	11.8697
130	2.5656e-09	11.9794
131	7.94944e-09	11.8566
132	4.29138e-08	11.5574
133	1.21985e-08	11.883
134	2.31168e-08	11.8362
135	1.36591e-07	11.5382
136	6.4331e-07	11.1599
137	8.59115e-07	11.1714
138	8.72984e-07	11.1859
139	1.30631e-06	11.1008
140	1.45184e-06	11.0875
141	1.3651e-06	11.0731
142	1.01227e-06	11.0666
143	2.59307e-07	11.5028
144	7.6624e-08	11.8029
145	6.95183e-08	11.8028
146	2.07901e-07	11.5199
147	2.19139e-07	11.5236
148	1.08151e-07	11.6898
149	1.41358e-07	11.642
150	6.9857e-08	11.8174
151	1.187e-07	11.6924
152	3.9504e-07	11.3204
153	4.85444e-07	11.3135
154	4.26849e-07	11.326
155	1.9252e-07	11.5134
156	1.74746e-07	11.488
157	3.50193e-08	11.8099
158	1.64967e-08	11.8922
159	4.77827e-08	11.593
160	9.95251e-09	11.8811
161	9.83904e-09	11.8781
162	4.28842e-08	11.5606
163	1.01903e-08	11.8864
164	1.32354e-08	11.9057
165	7.89156e-08	11.6309
166	5.91616e-08	11.7715
167	1.43544e-07	11.6164
168	1.23203e-07	11.6799
169	2.56982e-07	11.5159
170	2.57963e-07	11.5187
171	1.29396e-07	11.6997
172	1.59282e-07	11.6543
173	7.70652e-08	11.8295
174	1.37046e-07	11.7167
175	5.35567e-07	11.3949
176	6.79845e-07	11.4037
177	6.41501e-07	11.4331
178	4.11088e-07	11.5867
179	4.68246e-07	11.5901
180	3.58972e-07	11.6777
181	5.42044e-07	11.5895
182	5.35296e-07	11.6002
183	9.32821e-07	11.4282
184	2.51768e-06	10.9803
185	3.3327e-06	10.9641
186	3.66502e-06	10.9745
187	3.63285e-06	10.9807
188	3.22202e-06	10.9897
189	2.2801e-06	11.0702
190	2.16779e-06	11.0653
191	1.72165e-06	11.0694
192	7.71865e-07	11.2754
193	5.82201e-07	11.2645
194	1.14184e-07	11.6107
195	2.39541e-08	11.8668
196	4.23826e-08	11.7952
197	2.0427e-07	11.4713
198	2.33272e-07	11.4961
199	1.44916e-07	11.6407
200	2.01231e-07	11.5802
201	1.45454e-07	11.6421
202	2.3251e-07	11.4949
203	2.03541e-07	11.4703
204	4.22864e-08	11.7998
205	1.91565e-08	11.8922
206	5.91983e-08	11.6468
207	2.22333e-08	11.8919
208	5.50054e-08	11.7895
209	2.68091e-07	11.4538
210	3.22804e-07	11.4764
211	2.47771e-07	11.5658
212	3.62574e-07	11.4939
213	3.35731e-07	11.5027
214	5.46127e-07	11.3524
215	5.8043e-07	11.323
