Position	P(x)	G(x)
1	1.55858e-09	11.9839
2	8.99534e-09	11.882
3	5.76391e-08	11.6211
4	3.13198e-08	11.7618
5	5.9814e-08	11.6318
6	1.23271e-08	11.8999
7	1.07753e-08	11.8907
8	4.39869e-08	11.6038
9	1.03538e-08	11.7824
10	7.81678e-09	11.5974
11	2.94982e-08	11.5127
12	1.64201e-07	11.4145
13	1.70565e-07	11.403
14	3.75654e-07	11.3403
15	4.0069e-07	11.3257
16	7.4076e-07	11.25
17	2.04282e-06	10.9579
18	2.63346e-06	10.9681
19	2.80061e-06	10.9791
20	2.63403e-06	10.9744
21	3.01728e-06	10.9785
22	3.02959e-06	10.9745
23	2.67841e-06	10.9545
24	1.80146e-06	10.9597
25	1.64322e-06	10.9211
26	1.88971e-06	10.9237
27	1.86491e-06	10.8989
28	1.54276e-06	10.8092
29	7.5291e-07	10.4748
30	5.78162e-07	10.1544
31	5.96854e-07	10.1443
32	4.8747e-07	9.79905
33	4.90287e-07	9.7423
34	5.42434e-07	9.74911
35	7.1181e-07	9.78291
36	7.36618e-07	9.70996
37	9.08603e-07	9.72428
38	1.45744e-06	9.7546
39	1.65268e-06	9.76792
40	1.62694e-06	9.68548
41	1.38064e-06	9.40017
42	1.37373e-06	9.31516
43	1.5349e-06	9.35802
44	1.52723e-06	9.28291
45	1.6866e-06	9.33647
46	1.67824e-06	9.27261
47	1.84425e-06	9.34741
48	1.83837e-06	9.29878
49	2.03777e-06	9.41577
50	2.85967e-06	9.77407
51	5.83768e-06	10.1449
52	7.21488e-06	10.264
53	7.75653e-06	10.3129
54	1.01639e-05	10.4023
55	1.12571e-05	10.449
56	1.54465e-05	10.4631
57	1.74959e-05	10.4922
58	2.47061e-05	10.4239
59	2.83798e-05	10.433
60	3.00864e-05	10.4469
61	3.05739e-05	10.4517
62	3.00635e-05	10.4455
63	2.83375e-05	10.4322
64	2.85493e-05	10.4321
65	2.77731e-05	10.4201
66	2.87419e-05	10.4248
67	2.87069e-05	10.4199
68	2.76286e-05	10.4019
69	2.50043e-05	10.3728
70	1.9656e-05	10.3535
71	9.22516e-06	10.5525
72	6.10636e-06	10.5118
73	5.30711e-06	10.4455
74	5.3523e-06	10.45
75	4.94817e-06	10.4151
76	3.81983e-06	10.3372
77	1.28225e-06	10.2579
78	5.67918e-07	10.0622
79	3.81128e-07	10.0232
80	3.54289e-07	10.1618
81	1.74237e-07	10.3667
82	1.13806e-07	10.5938
83	9.13649e-08	10.707
84	9.62911e-08	10.8823
85	1.78894e-07	11.1829
86	1.58958e-07	11.2199
87	2.51987e-07	11.262
88	2.26494e-07	11.2607
89	6.40349e-08	11.3986
90	2.65506e-08	11.3137
91	2.89392e-08	11.4446
92	8.83655e-08	11.546
93	6.23106e-08	11.6203
94	1.16012e-07	11.5694
95	3.61699e-07	11.2794
96	4.28829e-07	11.2742
97	3.49111e-07	11.265
98	7.78816e-08	11.5966
99	1.29717e-08	11.8536
100	2.7714e-09	11.9785
101	6.48711e-09	11.9384
102	5.04093e-08	11.7356
103	2.80857e-07	11.4547
104	1.18285e-06	11.1006
105	1.57245e-06	11.1233
